#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
4460.69; 0.80813983; 440093.31097618
4462.72; 0.80142163; 440094.94260144
4464.76; 0.79269751; 440096.55646516
4466.79; 0.78268306; 440098.14994032
4468.83; 0.77239929; 440099.72247861
4470.87; 0.76303686; 440101.27595579
4472.90; 0.75580391; 440102.81470733
4474.94; 0.75176677; 440104.3452396
4476.97; 0.75169116; 440105.87561793
4479.01; 0.75589834; 440107.4145617
4481.05; 0.76416121; 440108.97032797
4483.08; 0.77567274; 440110.54953073
4485.12; 0.78911458; 440112.15609991
4487.15; 0.80283433; 440113.79060132
4489.19; 0.81510967; 440115.45009426
4491.23; 0.82444621; 440117.12859559
4493.26; 0.82983721; 440118.81807254
4495.30; 0.83091691; 440120.50974765
4497.33; 0.82796699; 440122.19541698
4499.37; 0.82177967; 440123.86848947
4501.41; 0.81342599; 440125.5245546
4503.44; 0.80400609; 440127.16144161
4505.48; 0.79445917; 440128.77889191
4507.51; 0.78548231; 440130.37806611
4509.55; 0.77756109; 440131.9611134
4511.58; 0.77106874; 440133.53094281
4513.62; 0.76636427; 440135.09119433
4515.66; 0.76382381; 440136.64627368
4517.69; 0.76377325; 440138.20125009
4519.73; 0.76633957; 440139.76145132
4521.76; 0.77128326; 440141.33171749
4523.80; 0.7778942; 440142.91544294
4525.84; 0.7850197; 440144.5136753
4527.87; 0.7912488; 440146.12458957
4529.91; 0.79521803; 440147.74358484
4531.94; 0.7959539; 440149.36407829
4533.98; 0.7931456; 440150.97885427
4536.02; 0.78725719; 440152.58164196
4538.05; 0.77943766; 440154.16850978
4540.09; 0.77125099; 440155.73871023
4542.12; 0.7643049; 440157.29476904
4544.16; 0.75988632; 440158.841832
4546.20; 0.75870373; 440160.38648732
4548.23; 0.76079734; 440161.93540505
4550.27; 0.76562163; 440163.4941446
4552.30; 0.77225287; 440165.06638479
4554.34; 0.77964392; 440166.65367253
4556.37; 0.78684754; 440168.25562621
4558.41; 0.79315519; 440169.87042172
4560.45; 0.79813731; 440171.49536041
4562.48; 0.80160693; 440173.12736294
4564.52; 0.80354876; 440174.76331886
4566.55; 0.80405474; 440176.40030492
4568.59; 0.80328898; 440178.03573196
4570.63; 0.80148037; 440179.66747683
4572.66; 0.79892347; 440181.29401606
4574.70; 0.79596342; 440182.91452889
4576.73; 0.79295239; 440184.52891152
4578.77; 0.79018416; 440186.13765829
4580.81; 0.78783141; 440187.74161505
4582.84; 0.78591617; 440189.34167255
4584.88; 0.78433471; 440190.93851034
4586.91; 0.78293642; 440192.53250131
4588.95; 0.78163176; 440194.12383611
4590.99; 0.78048844; 440195.71284322
4593.02; 0.77977451; 440197.30039681
4595.06; 0.77992405; 440198.88825487
4597.09; 0.7814289; 440200.47917667
4599.13; 0.78468675; 440202.07673118
4601.16; 0.78985285; 440203.68480341
4603.20; 0.79674199; 440205.30690134
4605.24; 0.80481169; 440206.94542849
4607.27; 0.81323309; 440208.60110087
4609.31; 0.82103285; 440210.2726529
4611.34; 0.82727457; 440211.95691252
4613.38; 0.83124388; 440213.64925333
4615.42; 0.83260539; 440215.34436605
4617.45; 0.83150525; 440217.03723898
4619.49; 0.82859846; 440218.72419394
4621.52; 0.82498339; 440220.40378891
4623.56; 0.82203393; 440222.07737905
4625.60; 0.82113633; 440223.74914176
4627.63; 0.82336501; 440225.42544186
4629.67; 0.82916395; 440227.11354809
4631.70; 0.83812402; 440228.81989626
4633.74; 0.84894679; 440230.54827867
4635.78; 0.85965186; 440232.29845567
4637.81; 0.86801965; 440234.06566877
4639.85; 0.87218195; 440235.84135595
4641.88; 0.87120561; 440237.61505539
4643.92; 0.86548945; 440239.37711722
4645.96; 0.85682753; 440241.12154412
4647.99; 0.84807998; 440242.84816176
4650.03; 0.84251117; 440244.56344178
4652.06; 0.84296379; 440246.27964332
4654.10; 0.85109879; 440248.012407
4656.13; 0.86691958; 440249.77738045
4658.17; 0.8887176; 440251.58673278
4660.21; 0.91345073; 440253.44643964
4662.24; 0.93744075; 440255.35498809
4664.28; 0.95719074; 440257.30374583
4666.31; 0.97010661; 440259.27879916
4668.35; 0.97495567; 440261.26372476
4670.39; 0.97198875; 440263.24260998
4672.42; 0.96275148; 440265.20268891
4674.46; 0.9496825; 440267.13616051
4676.49; 0.93562214; 440269.04100645
4678.53; 0.92333755; 440270.92084202
4680.57; 0.91512811; 440272.78396387
4682.60; 0.91253472; 440274.6418058
4684.64; 0.91615509; 440276.5070185
4686.67; 0.92556849; 440278.39139606
4688.71; 0.93938642; 440280.30390574
4690.75; 0.95545123; 440282.24912199
4692.78; 0.97118799; 440284.22637693
4694.82; 0.98407596; 440286.22987065
4696.85; 0.99215629; 440288.24981522
4698.89; 0.99445719; 440290.27444424
4700.92; 0.99121631; 440292.2924751
4702.96; 0.98382234; 440294.29545247
4705.00; 0.97447359; 440296.27939659
4707.03; 0.96563583; 440298.2453478
4709.07; 0.95944425; 440300.19869348
4711.10; 0.95721201; 440302.14749452
4713.14; 0.95917343; 440304.10028884
4715.18; 0.96451662; 440306.06396143
4717.21; 0.97167508; 440308.04220804
4719.25; 0.97877955; 440310.03491872
4721.28; 0.98414074; 440312.03854434
4723.32; 0.98664495; 440314.0472683
4725.36; 0.98598614; 440316.05465099
4727.39; 0.98271058; 440318.05536491
4729.43; 0.9780931; 440320.04667805
4731.46; 0.97388802; 440322.02943001
4733.50; 0.97200308; 440324.0083444
4735.54; 0.97414138; 440325.99161217
4737.57; 0.98145439; 440327.9897686
4739.61; 0.99425366; 440330.01398324
4741.64; 1.0118365; 440332.07399499
4743.68; 1.0324807; 440334.1760365
4745.71; 1.0536459; 440336.32116855
4747.75; 1.0723797; 440338.50444106
4749.79; 1.0858724; 440340.71518359
4751.82; 1.0920527; 440342.93850869
4753.86; 1.0900862; 440345.1578302
4755.89; 1.0806452; 440347.35793061
4757.93; 1.0658641; 440349.52793794
4759.97; 1.048971; 440351.66355234
4762.00; 1.0336683; 440353.76801176
4764.04; 1.0234015; 440355.85156893
4766.07; 1.0206848; 440357.9295951
4768.11; 1.0266361; 440360.01973754
4770.15; 1.0408211; 440362.13875955
4772.18; 1.0614281; 440364.29973555
4774.22; 1.0857153; 440366.51015819
4776.25; 1.1106157; 440368.77127585
4778.29; 1.1333522; 440371.07868311
4780.33; 1.1519275; 440373.423908
4782.36; 1.165391; 440375.79654353
4784.40; 1.1738485; 440378.18639784
4786.43; 1.1782422; 440380.58519731
4788.47; 1.1799848; 440382.98754451
4790.50; 1.1805578; 440385.39105833
4792.54; 1.1811812; 440387.79584126
4794.58; 1.1826276; 440390.20356907
4796.61; 1.1852051; 440392.61654433
4798.65; 1.1888757; 440395.03699259
4800.68; 1.1934448; 440397.46674323
4802.72; 1.1987427; 440399.90728
4804.76; 1.2047415; 440402.3600297
4806.79; 1.2115876; 440404.82671739
4808.83; 1.2195695; 440407.30965555
4810.86; 1.229061; 440409.81191765
4812.90; 1.2404763; 440412.33742038
4814.94; 1.2542462; 440414.8909574
4816.97; 1.2707903; 440417.47817674
4819.01; 1.2904415; 440420.10540427
4821.04; 1.3132883; 440422.77914593
4823.08; 1.338942; 440425.50511625
4825.12; 1.3662929; 440428.28677066
4827.15; 1.3933639; 440431.12353937
4829.19; 1.417375; 440434.00919263
4831.22; 1.4350858; 440436.93090346
4833.26; 1.4433928; 440439.8695267
4835.30; 1.4400563; 440442.80135705
4837.33; 1.4243548; 440445.70122053
4839.37; 1.3974579; 440448.54632426
4841.40; 1.3623705; 440451.31999307
4843.44; 1.323429; 440454.01438029
4845.47; 1.2854708; 440456.6314879
4847.51; 1.252907; 440459.18229849
4849.55; 1.2289584; 440461.68435181
4851.58; 1.2152569; 440464.15851004
4853.62; 1.2118873; 440466.62580807
4855.65; 1.2177946; 440469.10513271
4857.69; 1.231366; 440471.61208755
4859.73; 1.250959; 440474.15893215
4861.76; 1.2751927; 440476.75511435
4863.80; 1.3029351; 440479.40777771
4865.83; 1.3330539; 440482.12176049
4867.87; 1.3640945; 440484.89893911
4869.91; 1.3940784; 440487.73716234
4871.94; 1.4205636; 440490.62930713
4873.98; 1.4409951; 440493.5630487
4876.01; 1.4532541; 440496.52174873
4878.05; 1.4562262; 440499.48649966
4880.09; 1.4501886; 440502.43895856
4882.12; 1.4368744; 440505.36431084
4884.16; 1.4191738; 440508.25362621
4886.19; 1.4005518; 440511.10502884
4888.23; 1.3843451; 440513.9234359
4890.26; 1.3731268; 440516.71900363
4892.30; 1.3682924; 440519.50472877
4894.34; 1.3699344; 440522.29379694
4896.37; 1.3769892; 440525.09722805
4898.41; 1.3875645; 440527.92218968
4900.44; 1.3993385; 440530.77112217
4902.48; 1.4099371; 440533.64163234
4904.52; 1.4172446; 440536.52702012
4906.55; 1.4196479; 440539.41730073
4908.59; 1.4162322; 440542.30062717
4910.62; 1.4069407; 440545.165037
4912.66; 1.3926733; 440548.00039968
4914.70; 1.3752679; 440550.80032637
4916.73; 1.3573028; 440553.56367783
4918.77; 1.3416931; 440556.29524921
4920.80; 1.3311204; 440559.00529541
4922.84; 1.32742; 440561.707808
4924.88; 1.3310998; 440564.41781228
4926.91; 1.3411635; 440567.14830543
4928.95; 1.3553418; 440569.9076643
4930.98; 1.3707082; 440572.69830784
4933.02; 1.384524; 440575.51707918
4935.05; 1.3950578; 440578.35729642
4937.09; 1.4021107; 440581.21187277
4939.13; 1.4070573; 440584.07652
4941.16; 1.4123657; 440586.95197469
4943.20; 1.420736; 440589.84447056
4945.23; 1.4341326; 440592.76424085
4947.27; 1.4530308; 440595.7224861
4949.31; 1.4761302; 440598.72775981
4951.34; 1.5006366; 440601.78292651
4953.38; 1.5230194; 440604.88366257
4955.41; 1.5399986; 440608.01896672
4957.45; 1.5494448; 440611.1735027
4959.49; 1.5509161; 440614.33103402
4961.52; 1.5456858; 440617.47791692
4963.56; 1.5362917; 440620.60567425
4965.59; 1.525783; 440623.71203675
4967.63; 1.5169227; 440626.80036054
4969.67; 1.5115857; 440629.87781864
4971.70; 1.5104976; 440632.95306147
4973.74; 1.5133291; 440636.03406886
4975.77; 1.5190408; 440639.12670473
4977.81; 1.5263132; 440642.23414667
4979.84; 1.5339013; 440645.35703739
4981.88; 1.540819; 440648.49401185
4983.92; 1.5463473; 440651.6422416
4985.95; 1.5499362; 440654.79777795
4987.99; 1.551101; 440657.95568569
4990.02; 1.5494019; 440661.11013428
4992.06; 1.5445383; 440664.25468096
4994.10; 1.5365252; 440667.38291357
4996.13; 1.5258713; 440670.48945575
