#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
4413.86; 0.76521227; 215544.14155685
4415.90; 0.75074974; 215545.67001853
4417.93; 0.73486987; 215547.16615017
4419.97; 0.71873214; 215548.62942678
4422.00; 0.70356344; 215550.06182122
4424.04; 0.69034957; 215551.46731336
4426.08; 0.67960968; 215552.85094001
4428.11; 0.67131339; 215554.21767615
4430.15; 0.66495131; 215555.57145962
4432.18; 0.65972087; 215556.91459438
4434.22; 0.65475837; 215558.24762591
4436.26; 0.64934344; 215559.56963311
4438.29; 0.64302371; 215560.87877389
4440.33; 0.63564301; 215562.17288821
4442.36; 0.62729169; 215563.44999994
4444.40; 0.6182189; 215564.70864026
4446.44; 0.60874787; 215565.94799838
4448.47; 0.59921929; 215567.16795715
4450.51; 0.58996507; 215568.36907511
4452.54; 0.58129648; 215569.55254457
4454.58; 0.57348541; 215570.72011137
4456.62; 0.56672607; 215571.87391674
4458.65; 0.56108203; 215573.01623132
4460.69; 0.55643894; 215574.14909298
4462.72; 0.55248979; 215575.27391452
4464.76; 0.54877136; 215576.39116565
4466.79; 0.54475246; 215577.50023464
4468.83; 0.53995367; 215578.59953371
4470.87; 0.53406364; 215579.6868412
4472.90; 0.527016; 215580.75980028
4474.94; 0.51900313; 215581.81644587
4476.97; 0.51042442; 215582.85562595
4479.01; 0.50178747; 215583.87722193
4481.05; 0.49359452; 215584.88213778
4483.08; 0.48624721; 215585.87209515
4485.12; 0.47999218; 215586.8493178
4487.15; 0.47491357; 215587.81620085
4489.19; 0.47096216; 215588.77503916
4491.23; 0.46800171; 215589.72785024
4493.26; 0.46585254; 215590.67628581
4495.30; 0.46431999; 215591.62160124
4497.33; 0.46320537; 215592.56464741
4499.37; 0.46230642; 215593.50586338
4501.41; 0.46141734; 215594.44526927
4503.44; 0.46033697; 215595.38247561
4505.48; 0.45888714; 215596.31673024
4507.51; 0.45693696; 215597.24701445
4509.55; 0.45442401; 215598.17218252
4511.58; 0.45136364; 215599.09111993
4513.62; 0.44784056; 215600.00288465
4515.66; 0.4439831; 215600.90679593
4517.69; 0.43992596; 215601.80244722
4519.73; 0.43577124; 215602.68963986
4521.76; 0.43155881; 215603.56825634
4523.80; 0.42725501; 215604.43811067
4525.84; 0.42276489; 215605.2988235
4527.87; 0.41796721; 215606.14976866
4529.91; 0.41276581; 215606.99012423
4531.94; 0.40714519; 215607.81903669
4533.98; 0.40121476; 215608.63587533
4536.02; 0.39522638; 215609.44052213
4538.05; 0.38955381; 215610.23362008
4540.09; 0.38463181; 215611.01669725
4542.12; 0.38086398; 215611.79210344
4544.16; 0.37851993; 215612.56273734
4546.20; 0.37764975; 215613.33159964
4548.23; 0.37804312; 215614.10126281
4550.27; 0.37925116; 215614.87338544
4552.30; 0.38067224; 215615.64840127
4554.34; 0.38168317; 215616.42547527
4556.37; 0.38178128; 215617.20274901
4558.41; 0.38069661; 215617.97781445
4560.45; 0.37844013; 215618.74828589
4562.48; 0.37527271; 215619.51230874
4564.52; 0.3716041; 215620.26886262
4566.55; 0.36785464; 215621.01778292
4568.59; 0.36432442; 215621.75951601
4570.63; 0.36111263; 215622.49471015
4572.66; 0.35811208; 215623.22379545
4574.70; 0.35507808; 215623.94670377
4576.73; 0.35174434; 215624.66282489
4578.77; 0.34794321; 215625.37120723
4580.81; 0.3436861; 215626.07092247
4582.84; 0.33917612; 215626.76145578
4584.88; 0.33474954; 215627.44297696
4586.91; 0.33076907; 215628.11639423
4588.95; 0.32750867; 215628.78317362
4590.99; 0.32507155; 215629.44499123
4593.02; 0.32336914; 215630.1033429
4595.06; 0.32216568; 215630.75924442
4597.09; 0.32116844; 215631.41311564
4599.13; 0.32012789; 215632.06486839
4601.16; 0.31891023; 215632.71414209
4603.20; 0.31751697; 215633.36057923
4605.24; 0.31604783; 215634.00402534
4607.27; 0.31462509; 215634.64457488
4609.31; 0.31331161; 215635.28245028
4611.34; 0.31205623; 215635.91776983
4613.38; 0.31068879; 215636.5503054
4615.42; 0.3089677; 215637.17933698
4617.45; 0.30666296; 215637.80367631
4619.49; 0.30364517; 215638.42187166
4621.52; 0.29994894; 215639.03254181
4623.56; 0.29578912; 215639.63474292
4625.60; 0.29152455; 215640.22826176
4627.63; 0.2875814; 215640.81375268
4629.67; 0.2843599; 215641.39268489
4631.70; 0.28215102; 215641.96712002
4633.74; 0.28108367; 215642.53938212
4635.78; 0.28111092; 215643.11169969
4637.81; 0.28203184; 215643.68589217
4639.85; 0.28353659; 215644.26314819
4641.88; 0.28526011; 215644.84391314
4643.92; 0.28683295; 215645.42788027
4645.96; 0.28792391; 215646.0140685
4647.99; 0.28827466; 215646.60097083
4650.03; 0.28772857; 215647.18676138
4652.06; 0.28625431; 215647.76955044
4654.10; 0.28396017; 215648.34766885
4656.13; 0.2810918; 215648.9199475
4658.17; 0.27800519; 215649.48594206
4660.21; 0.27511206; 215650.04604648
4662.24; 0.27280284; 215650.60144951
4664.28; 0.27136208; 215651.15391928
4666.31; 0.27089761; 215651.70544344
4668.35; 0.27130466; 215652.25779633
4670.39; 0.27227887; 215652.81213261
4672.42; 0.27337926; 215653.36870918
4674.46; 0.27412742; 215653.92680895
4676.49; 0.27411791; 215654.48488936
4678.53; 0.27311053; 215655.04091883
4680.57; 0.27108007; 215655.59281446
4682.60; 0.26821108; 215656.13886907
4684.64; 0.2648411; 215656.67806268
4686.67; 0.26137013; 215657.21018972
4688.71; 0.25816252; 215657.73578633
4690.75; 0.25546783; 215658.25589679
4692.78; 0.25337996; 215658.77175653
4694.82; 0.25184115; 215659.28448338
4696.85; 0.25068458; 215659.79485555
4698.89; 0.2496991; 215660.30322137
4700.92; 0.24869546; 215660.80954386
4702.96; 0.24755564; 215661.31354578
4705.00; 0.24625393; 215661.81489753
4707.03; 0.2448482; 215662.31338733
4709.07; 0.24344809; 215662.80902664
4711.10; 0.24217314; 215663.30207025
4713.14; 0.24111432; 215663.79295819
4715.18; 0.24031031; 215664.28220924
4717.21; 0.23974336; 215664.77030602
4719.25; 0.23935333; 215665.25760875
4721.28; 0.23906273; 215665.74431984
4723.32; 0.23880282; 215666.23050178
4725.36; 0.2385315; 215666.71613133
4727.39; 0.23823725; 215667.20116181
4729.43; 0.2379289; 215667.68556451
4731.46; 0.23761634; 215668.16933087
4733.50; 0.23729089; 215668.65243465
4735.54; 0.23691433; 215669.13477178
4737.57; 0.23642257; 215669.61610773
4739.61; 0.2357446; 215670.09606339
4741.64; 0.23483094; 215670.57415891
4743.68; 0.23368171; 215671.0499147
4745.71; 0.23236311; 215671.52298594
4747.75; 0.23100445; 215671.99329106
4749.79; 0.22977377; 215672.46109062
4751.82; 0.22883816; 215672.92698536
4753.86; 0.22832008; 215673.39182534
4755.89; 0.2282637; 215673.85655054
4757.93; 0.22862202; 215674.32200524
4759.97; 0.22926915; 215674.78877744
4762.00; 0.23003352; 215675.25710584
4764.04; 0.23074088; 215675.72687436
4766.07; 0.23125296; 215676.19768543
4768.11; 0.2314901; 215676.6689793
4770.15; 0.23143254; 215677.14015597
4772.18; 0.23110331; 215677.61066236
4774.22; 0.23054275; 215678.08002751
4776.25; 0.22978668; 215678.54785335
4778.29; 0.22885788; 215679.01378825
4780.33; 0.22777372; 215679.4775159
4782.36; 0.22656457; 215679.93878181
4784.40; 0.22529241; 215680.39745772
4786.43; 0.22405783; 215680.85362013
4788.47; 0.22298812; 215681.3076047
4790.50; 0.22220729; 215681.75999957
4792.54; 0.221797; 215682.21155912
4794.58; 0.22176241; 215682.66304825
4796.61; 0.2220166; 215683.11505488
4798.65; 0.22239107; 215683.56782392
4800.68; 0.22267103; 215684.02116292
4802.72; 0.22264493; 215684.47444878
4804.76; 0.22215337; 215684.92673387
4806.79; 0.221123; 215685.37692121
4808.83; 0.21957679; 215685.82396061
4810.86; 0.21762086; 215686.2670179
4812.90; 0.21541517; 215686.70558459
4814.94; 0.21313937; 215687.13951796
4816.97; 0.21096375; 215687.56902194
4819.01; 0.20903077; 215687.99459054
4821.04; 0.20744663; 215688.41693397
4823.08; 0.20627844; 215688.83689908
4825.12; 0.20555217; 215689.25538556
4827.15; 0.20524902; 215689.67325485
4829.19; 0.20530236; 215690.09123274
4831.22; 0.20560003; 215690.50981665
4833.26; 0.20599641; 215690.92920757
4835.30; 0.20633552; 215691.34928889
4837.33; 0.20648037; 215691.7696651
4839.37; 0.20634004; 215692.18975562
4841.40; 0.20588473; 215692.60891917
4843.44; 0.20514269; 215693.02657199
4845.47; 0.20417977; 215693.44226438
4847.51; 0.20306959; 215693.85569654
4849.55; 0.20186651; 215694.26667933
4851.58; 0.20059291; 215694.67506919
4853.62; 0.19924623; 215695.08071733
4855.65; 0.19782272; 215695.48346731
4857.69; 0.19634692; 215695.8832127
4859.73; 0.1948928; 215696.27999762
4861.76; 0.1935848; 215696.67411956
4863.80; 0.19257535; 215697.06618636
4865.83; 0.19200484; 215697.45709165
4867.87; 0.19195787; 215697.8479013
4869.91; 0.19243195; 215698.23967615
4871.94; 0.1933306; 215698.63328056
4873.98; 0.19448385; 215699.0292329
4876.01; 0.19568935; 215699.42763953
4878.05; 0.1967597; 215699.8282253
4880.09; 0.19756056; 215700.23044154
4882.12; 0.1980283; 215700.63361007
4884.16; 0.19816439; 215701.03705567
4886.19; 0.1980126; 215701.44019224
4888.23; 0.1976305; 215701.84255088
4890.26; 0.19706711; 215702.2437625
4892.30; 0.19635417; 215702.64352264
4894.34; 0.19551144; 215703.04156706
4896.37; 0.19456016; 215703.43767476
4898.41; 0.19353609; 215703.83169753
4900.44; 0.19249466; 215704.22360004
4902.48; 0.19150568; 215704.61348908
4904.52; 0.19064007; 215705.00161582
4906.55; 0.18995484; 215705.38834748
4908.59; 0.18948261; 215705.77411773
4910.62; 0.18922894; 215706.15937151
4912.66; 0.18917631; 215706.54451814
4914.70; 0.18929058; 215706.92989743
4916.73; 0.18952494; 215707.31575386
4918.77; 0.18981926; 215707.70220949
4920.80; 0.19009699; 215708.08923055
4922.84; 0.19026503; 215708.47659372
4924.88; 0.19022252; 215708.86387036
4926.91; 0.18988098; 215709.25045164
4928.95; 0.18919208; 215709.63563038
4930.98; 0.18817394; 215710.01873629
4933.02; 0.18692377; 215710.39929695
4935.05; 0.18560781; 215710.77717844
4937.09; 0.18442711; 215711.15265613
4939.13; 0.18356717; 215711.52638305
4941.16; 0.18314754; 215711.89925565
4943.20; 0.18318935; 215712.27221336
4945.23; 0.18361377; 215712.64603516
4947.27; 0.1842734; 215713.0211999
4949.31; 0.18500597; 215713.39785608
4951.34; 0.18569063; 215713.77590617
4953.38; 0.1862852; 215714.15516675
4955.41; 0.18682986; 215714.53553623
4957.45; 0.18741569; 215714.91709841
4959.49; 0.18813069; 215715.30011626
4961.52; 0.18900557; 215715.68491528
4963.56; 0.18998205; 215716.07170234
4965.59; 0.19091833; 215716.46039558
4967.63; 0.19163131; 215716.85054039
4969.67; 0.19196082; 215717.24135606
4971.70; 0.19183138; 215717.63190819
4973.74; 0.19128761; 215718.02135325
4975.77; 0.19048883; 215718.40917207
4977.81; 0.18966376; 215718.79531113
4979.84; 0.18904093; 215719.18018214
4981.88; 0.18877962; 215719.56452115
4983.92; 0.18892534; 215719.94915683
4985.95; 0.1894045; 215720.33476804
4987.99; 0.19005852; 215720.72171078
4990.02; 0.19070352; 215721.10996669
4992.06; 0.19119358; 215721.49922031
4994.10; 0.19146559; 215721.88902773
4996.13; 0.1915519; 215722.27901086
