#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
3371.47; 0.49007658; 130903.31652304
3373.51; 0.44543744; 130904.22339523
3375.54; 0.3898433; 130905.01708255
3377.58; 0.32345432; 130905.67560763
3379.62; 0.24993909; 130906.18446203
3381.65; 0.17698727; 130906.54479283
3383.69; 0.11608877; 130906.78113955
3385.72; 0.081461214; 130906.94698755
3387.76; 0.088101457; 130907.12635451
3389.80; 0.14907574; 130907.42985985
3391.83; 0.27236056; 130907.98436245
3393.87; 0.45778256; 130908.91636822
3395.90; 0.69481386; 130910.33094928
3397.94; 0.9620555; 130912.28961124
3399.98; 1.2290798; 130914.79191165
3402.01; 1.4608541; 130917.76608453
3404.05; 1.6242829; 130921.07298442
3406.08; 1.6956558; 130924.52519337
3408.12; 1.667222; 130927.91951339
3410.16; 1.5509842; 130931.07718344
3412.19; 1.3782566; 130933.88319492
3414.23; 1.1945202; 130936.31513491
3416.26; 1.0503996; 130938.45365786
3418.30; 0.99077021; 130940.47078049
3420.34; 1.0446959; 130942.59769121
3422.37; 1.2188175; 130945.0790984
3424.41; 1.4959368; 130948.12469656
3426.44; 1.8391256; 130951.86899757
3428.48; 2.200167; 130956.34834778
3430.51; 2.5299967; 130961.49920271
3432.55; 2.7884033; 130967.17615116
3434.59; 2.9506683; 130973.1834572
3436.62; 3.0098953; 130979.31134428
3438.66; 2.9751121; 130985.36841566
3440.69; 2.8663835; 130991.20412499
3442.73; 2.7088028; 130996.71901375
3444.77; 2.5272005; 131001.86417584
3446.80; 2.3428133; 131006.63394156
3448.84; 2.1722672; 131011.05649012
3450.87; 2.0283652; 131015.18606658
3452.91; 1.9216251; 131019.09832945
3454.95; 1.8614131; 131022.88800592
3456.98; 1.8558538; 131026.66636408
3459.02; 1.9103095; 131030.55558937
3461.05; 2.0248844; 131034.6780793
3463.09; 2.1918959; 131039.14059019
3465.13; 2.3944113; 131044.01540495
3467.16; 2.6067238; 131049.32246962
3469.20; 2.7971123; 131055.01714884
3471.23; 2.9325723; 131060.98761289
3473.27; 2.9846323; 131067.06406667
3475.30; 2.9350668; 131073.03960931
3477.34; 2.7803569; 131078.70017598
3479.38; 2.5340819; 131083.85934811
3481.41; 2.2268726; 131088.39306848
3483.45; 1.9039356; 131092.26931706
3485.48; 1.6203498; 131095.5682094
3487.52; 1.434373; 131098.48846895
3489.56; 1.399071; 131101.33685683
3491.59; 1.552891; 131104.49840887
3493.63; 1.9104374; 131108.38789445
3495.66; 2.455501; 131113.38708264
3497.70; 3.1388972; 131119.77760645
3499.74; 3.8833663; 131127.68380514
3501.77; 4.5963494; 131137.04157573
3503.81; 5.189013; 131147.60595833
3505.84; 5.5972106; 131159.00139602
3507.88; 5.7982601; 131170.80615326
3509.92; 5.8175884; 131182.65026124
3511.95; 5.7218994; 131194.29955467
3513.99; 5.6000237; 131205.70071963
3516.02; 5.5374381; 131216.97446577
3518.06; 5.5935639; 131228.36247913
3520.09; 5.790683; 131240.15180993
3522.13; 6.1192289; 131252.61003181
3524.17; 6.5575422; 131265.96062171
3526.20; 7.097553; 131280.410627
3528.24; 7.7642581; 131296.21798636
3530.27; 8.6183404; 131313.76418358
3532.31; 9.7378263; 131333.58955747
3534.35; 11.183956; 131356.35912679
3536.38; 12.964559; 131382.75385084
3538.42; 15.011338; 131413.31563862
3540.45; 17.183543; 131448.29984907
3542.49; 19.30058; 131487.59416509
3544.53; 21.193871; 131530.74305834
3546.56; 22.759169; 131577.07876199
3548.60; 23.988787; 131625.91786266
3550.63; 24.970361; 131676.75536296
3552.67; 25.852283; 131729.3883807
3554.71; 26.79031; 131783.93114052
3556.74; 27.898472; 131840.7300224
3558.78; 29.225983; 131900.23160047
3560.81; 30.770139; 131962.87694825
3562.85; 32.517811; 132029.08040527
3564.88; 34.492631; 132099.30442425
3566.92; 36.778964; 132174.1832215
3568.96; 39.501031; 132254.60391096
3570.99; 42.754431; 132341.64824181
3573.03; 46.510698; 132436.34000932
3575.06; 50.533321; 132539.22148889
3577.10; 54.347436; 132649.86817907
3579.14; 57.291669; 132766.50907283
3581.17; 58.652899; 132885.92131316
3583.21; 57.85292; 133003.70486631
3585.24; 54.632069; 133114.93104474
3587.28; 49.168964; 133215.03481199
3589.32; 42.091049; 133300.72855555
3591.35; 34.363225; 133370.68911636
3593.39; 27.080466; 133425.82260859
3595.42; 21.221505; 133469.02776075
3597.46; 17.433412; 133504.52068269
3599.50; 15.906926; 133536.90581108
3601.53; 16.373423; 133570.24068806
3603.57; 18.216803; 133607.32852729
3605.60; 20.660127; 133649.39076335
3607.64; 22.968343; 133696.1523267
3609.67; 24.609717; 133746.25558735
3611.71; 25.337532; 133797.84061528
3613.75; 25.182149; 133849.10929703
3615.78; 24.371482; 133898.72753052
3617.82; 23.216176; 133945.99366072
3619.85; 21.999977; 133990.7837157
3621.89; 20.906578; 134033.34770501
3623.93; 19.996852; 134074.05957017
3625.96; 19.231877; 134113.21401178
3628.00; 18.523735; 134150.92673693
3630.03; 17.791158; 134187.1479992
3632.07; 17.00063; 134221.7598155
3634.11; 16.182616; 134254.70622474
3636.14; 15.423037; 134286.10619697
3638.18; 14.838161; 134316.31541272
3640.21; 14.544512; 134345.92678417
3642.25; 14.634129; 134375.72060758
3644.29; 15.160927; 134406.58694565
3646.32; 16.138351; 134439.44323644
3648.36; 17.544177; 134475.16166712
3650.39; 19.326535; 134514.5088253
3652.43; 21.406397; 134558.09040186
3654.47; 23.674955; 134606.29056654
3656.50; 25.988267; 134659.20043516
3658.54; 28.164482; 134716.54088973
3660.57; 29.989754; 134777.59743993
3662.61; 31.237042; 134841.19336254
3664.64; 31.69786; 134905.72746983
3666.68; 31.221928; 134969.29262051
3668.72; 29.755459; 135029.87216705
3670.75; 27.366979; 135085.58897465
3672.79; 24.251261; 135134.96244912
3674.82; 20.706882; 135177.11987321
3676.86; 17.089851; 135211.91333538
3678.90; 13.752609; 135239.91246014
3680.93; 10.982255; 135262.27138264
3682.97; 8.9526395; 135280.49818404
3685.00; 7.701545; 135296.17786491
3687.04; 7.137624; 135310.70945139
3689.08; 7.0740577; 135325.11162237
3691.11; 7.2792838; 135339.93161599
3693.15; 7.5315367; 135355.26517478
3695.18; 7.6641137; 135370.86864889
3697.22; 7.5918779; 135386.32505708
3699.26; 7.3151832; 135401.21813872
3701.29; 6.9033874; 135415.27283959
3703.33; 6.4647861; 135428.43458609
3705.36; 6.1121345; 135440.87836452
3707.40; 5.9326819; 135452.95679283
3709.43; 5.9692737; 135465.10971893
3711.47; 6.2154637; 135477.76386656
3713.51; 6.623728; 135491.24920501
3715.54; 7.1227076; 135505.7504229
3717.58; 7.637562; 135521.29983993
3719.61; 8.1073274; 135537.80565877
3721.65; 8.4945995; 135555.09993033
3723.69; 8.7855141; 135572.98647885
3725.72; 8.9811724; 135591.27137077
3727.76; 9.0844716; 135609.76657098
3729.79; 9.0878769; 135628.26870407
3731.83; 8.9674477; 135646.52565369
3733.87; 8.6863476; 135664.21030773
3735.90; 8.2076888; 135680.92045377
3737.94; 7.5129525; 135696.21617673
3739.97; 6.6196332; 135709.69317854
3742.01; 5.5911838; 135721.07634623
3744.05; 4.5341759; 135730.30753709
3746.08; 3.5813895; 135737.59893702
3748.12; 2.8641665; 135743.43013279
3750.15; 2.4812605; 135748.4817651
3752.19; 2.4732211; 135753.51702973
3754.22; 2.8103098; 135759.23857784
3756.26; 3.3982364; 135766.15709384
3758.30; 4.100704; 135774.50577327
3760.33; 4.7725465; 135784.22226604
3762.37; 5.2938544; 135795.00009672
3764.40; 5.5951202; 135806.39127858
3766.44; 5.6663365; 135817.92745069
3768.48; 5.5482876; 135829.22328543
3770.51; 5.3102544; 135840.03450513
3772.55; 5.022933; 135850.26076321
3774.58; 4.7368546; 135859.90459046
3776.62; 4.4743025; 135869.01388419
3778.66; 4.2373094; 135877.64068036
3780.69; 4.0276748; 135885.84067864
3782.73; 3.8695598; 135893.71876836
3784.76; 3.8233268; 135901.50273184
3786.80; 3.9819397; 135909.60961748
3788.84; 4.4477594; 135918.66487186
3790.87; 5.2957056; 135929.44647137
3792.91; 6.5353607; 135942.75190167
3794.94; 8.0868774; 135959.21608618
3796.98; 9.7821866; 135979.13177386
3799.01; 11.39484; 136002.33068392
3801.05; 12.69168; 136028.16984941
3803.09; 13.491235; 136055.63683887
3805.12; 13.710542; 136083.55031978
3807.16; 13.385526; 136110.80209602
3809.19; 12.658805; 136136.57433047
3811.23; 11.739745; 136160.47543858
3813.27; 10.850393; 136182.565903
3815.30; 10.174377; 136203.28005592
3817.34; 9.8228802; 136223.27859216
3819.37; 9.8240029; 136243.27941416
3821.41; 10.132768; 136263.90885533
3823.45; 10.652695; 136285.59682275
3825.48; 11.258621; 136308.51840266
3827.52; 11.814283; 136332.57126342
3829.55; 12.184506; 136357.37786665
3831.59; 12.246931; 136382.31156139
3833.63; 11.909091; 136406.55744243
3835.66; 11.132514; 136429.22227921
3837.70; 9.9585109; 136449.49694798
3839.73; 8.5243283; 136466.85174462
3841.77; 7.0572765; 136481.21975048
3843.81; 5.840093; 136493.10967589
3845.84; 5.1515478; 136503.5977826
3847.88; 5.1977721; 136514.17999804
3849.91; 6.0564852; 136526.51047916
3851.95; 7.6543446; 136542.0940641
3853.98; 9.786837; 136562.01921966
3856.02; 12.174384; 136586.80521507
3858.06; 14.534298; 136616.39579047
3860.09; 16.642314; 136650.27810611
3862.13; 18.362858; 136687.66330062
3864.16; 19.642054; 136727.65282828
3866.20; 20.475434; 136769.33904528
3868.24; 20.874816; 136811.83836918
3870.27; 20.859515; 136854.30654232
3872.31; 20.484376; 136896.01096391
3874.34; 19.895948; 136936.51739716
3876.38; 19.387883; 136975.98945333
3878.42; 19.417353; 137015.5215086
3880.45; 20.552269; 137057.36415553
3882.49; 23.343299; 137104.88909698
3884.52; 28.146886; 137162.19372741
3886.56; 34.952752; 137233.35451437
3888.60; 43.279482; 137321.4678043
3890.63; 52.18845; 137427.71898381
3892.67; 60.432091; 137550.75350525
3894.70; 66.708526; 137686.56630639
3896.74; 69.956544; 137828.99179259
3898.77; 69.607226; 137970.70609802
3900.81; 65.718299; 138104.50288271
3902.85; 58.95196; 138224.5239857
3904.88; 50.404561; 138327.14332094
3906.92; 41.340713; 138411.30944424
3908.95; 32.910223; 138478.31181784
3910.99; 25.925749; 138531.09440484
3913.03; 20.754015; 138573.34778817
3915.06; 17.334011; 138608.63833923
3917.10; 15.296344; 138639.78037567
3919.13; 14.131952; 138668.55181105
3921.17; 13.352835; 138695.73703037
3923.21; 12.601313; 138721.39221624
3925.24; 11.689926; 138745.19189628
3927.28; 10.580433; 138766.73274478
3929.31; 9.3281069; 138785.72396529
3931.35; 8.0217799; 138802.05561693
3933.39; 6.7421843; 138815.78212228
3935.42; 5.5466374; 138827.07459735
3937.46; 4.4743365; 138836.18396041
3939.49; 3.5589734; 138843.42972318
3941.53; 2.8359562; 138849.20348516
3943.56; 2.3382314; 138853.96392241
3945.60; 2.0831722; 138858.20508113
3947.64; 2.0587975; 138862.3966152
3949.67; 2.218219; 138866.91271767
3951.71; 2.486971; 138871.97597607
3953.74; 2.7813644; 138877.63859387
3955.78; 3.030606; 138883.80864606
3957.82; 3.1936835; 138890.31071009
3959.85; 3.2645044; 138896.95695921
3961.89; 3.2640731; 138903.60233041
3963.92; 3.2240002; 138910.16611657
3965.96; 3.1688885; 138916.61769999
3968.00; 3.1049188; 138922.93904667
3970.03; 3.0186528; 138929.08476321
3972.07; 2.8854098; 138934.95920863
3974.10; 2.6826661; 138940.42088535
3976.14; 2.4023248; 138945.31181121
3978.18; 2.0568145; 138949.49930811
3980.21; 1.6770006; 138952.91353667
3982.25; 1.3033512; 138955.56704721
3984.28; 0.9742448; 138957.55052555
3986.32; 0.71589713; 138959.00803032
3988.35; 0.5371816; 138960.10168569
3990.39; 0.43037855; 138960.97789928
3992.43; 0.37664609; 138961.74471822
3994.46; 0.35360797; 138962.46463352
3996.50; 0.34224986; 138963.1614247
3998.53; 0.33112587; 138963.83556839
4000.57; 0.31718509; 138964.48132986
4002.61; 0.30375893; 138965.09975683
4004.64; 0.29700681; 138965.70443707
4006.68; 0.30228094; 138966.31985497
4008.71; 0.32155547; 138966.97451415
4010.75; 0.35250164; 138967.69217707
4012.79; 0.38920246; 138968.48455968
4014.82; 0.42403972; 138969.34786795
4016.86; 0.45002293; 138970.2640758
4018.89; 0.46278349; 138971.20626304
4020.93; 0.46161809; 138972.14607763
4022.97; 0.44929532; 138973.06080413
4025.00; 0.43075995; 138973.9377942
4027.04; 0.41125838; 138974.77508077
4029.07; 0.394626; 138975.57850524
4031.11; 0.38242089; 138976.35708116
4033.15; 0.37425179; 138977.11902551
4035.18; 0.36914298; 138977.87056876
4037.22; 0.36730438; 138978.61836878
4039.25; 0.37144052; 138979.37458962
4041.29; 0.38685775; 138980.16219862
4043.32; 0.42008949; 138981.01746456
4045.36; 0.47637884; 138981.98733076
4047.40; 0.55688608; 138983.12110277
4049.43; 0.6567009; 138984.45808913
4051.47; 0.76453888; 138986.01462432
4053.50; 0.86445565; 138987.77458141
4055.54; 0.93922454; 138989.68676152
4057.58; 0.97444907; 138991.67065573
4059.61; 0.96222162; 138993.6296559
4061.65; 0.90327306; 138995.46864191
4063.68; 0.80701695; 138997.11165877
4065.72; 0.68950635; 138998.5154342
4067.76; 0.56988892; 138999.67567886
4069.79; 0.46630319; 139000.62503191
4071.83; 0.39223152; 139001.42358143
4073.86; 0.35412894; 139002.14455739
4075.90; 0.35076822; 139002.85869122
4077.94; 0.37429758; 139003.62072879
4079.97; 0.41261001; 139004.46076717
4082.01; 0.45235832; 139005.38172968
4084.04; 0.48186473; 139006.36276469
4086.08; 0.49327456; 139007.36702912
4088.11; 0.48355532; 139008.35150601
4090.15; 0.45427612; 139009.27637298
4092.19; 0.41042457; 139010.11196197
4094.22; 0.35873854; 139010.84232268
4096.26; 0.30608554; 139011.46548642
4098.29; 0.25830449; 139011.99137207
4100.33; 0.21968542; 139012.43863262
4102.37; 0.19299708; 139012.83155802
4104.40; 0.17978638; 139013.19758758
4106.44; 0.18063332; 139013.56534143
4108.47; 0.19515864; 139013.96266758
4110.51; 0.22178458; 139014.41420184
4112.55; 0.2574433; 139014.93833418
4114.58; 0.29751699; 139015.54405311
4116.62; 0.33623458; 139016.22859769
4118.65; 0.36756496; 139016.97692823
4120.69; 0.38642007; 139017.76364615
4122.73; 0.38981381; 139018.55727343
4124.76; 0.37759284; 139019.32601985
4126.80; 0.3524782; 139020.04363504
4128.83; 0.31938393; 139020.69387315
4130.87; 0.28421799; 139021.27251645
4132.90; 0.25252943; 139021.78664458
4134.94; 0.22838747; 139022.25162177
4136.98; 0.21376695; 139022.68683282
4139.01; 0.20852431; 139023.11137032
4141.05; 0.21085916; 139023.54066137
4143.08; 0.21803608; 139023.98456401
4145.12; 0.22712105; 139024.44696286
4147.16; 0.23555233; 139024.92652706
4149.19; 0.24147203; 139025.41814328
4151.23; 0.24383896; 139025.91457837
4153.26; 0.2423915; 139026.40806655
4155.30; 0.23752614; 139026.89164928
4157.34; 0.230124; 139027.36016189
4159.37; 0.22132751; 139027.81076559
4161.41; 0.21226674; 139028.24292236
4163.44; 0.20376378; 139028.65776783
4165.48; 0.19608567; 139029.05698133
4167.52; 0.18884251; 139029.44144839
4169.55; 0.1811111; 139029.81017495
4171.59; 0.17180047; 139030.15994589
4173.62; 0.1601811; 139030.48606078
4175.66; 0.14641134; 139030.78414164
4177.69; 0.13185438; 139031.05258578
4179.73; 0.11901276; 139031.29488549
4181.77; 0.11101629; 139031.52090508
4183.80; 0.11075259; 139031.7463878
4185.84; 0.11987465; 139031.99044225
4187.87; 0.13800267; 139032.27140377
4189.91; 0.16241804; 139032.60207288
4191.95; 0.18842234; 139032.98568451
4193.98; 0.2103355; 139033.41390944
4196.02; 0.22289845; 139033.86771145
4198.05; 0.22269551; 139034.32110029
4200.09; 0.20917651; 139034.74696562
4202.13; 0.18495476; 139035.12351755
4204.16; 0.15526007; 139035.43961366
4206.20; 0.12667298; 139035.6975089
4208.23; 0.10547981; 139035.9122567
4210.27; 0.096101334; 139036.10791072
4212.31; 0.10002533; 139036.31155366
4214.34; 0.11552559; 139036.5467538
4216.38; 0.1382234; 139036.82816471
4218.41; 0.16231317; 139037.15862032
4220.45; 0.18209982; 139037.52935984
4222.49; 0.19342749; 139037.92316152
4224.52; 0.19463025; 139038.31941192
4226.56; 0.18678267; 139038.6996853
4228.59; 0.17322489; 139039.05235622
4230.63; 0.15852772; 139039.37510497
4232.66; 0.1471985; 139039.67478842
4234.70; 0.14247831; 139039.96486197
4236.74; 0.14553778; 139040.26116432
4238.77; 0.15525946; 139040.57725919
4240.81; 0.16863336; 139040.92058216
4242.84; 0.18163095; 139041.29036709
4244.88; 0.19030427; 139041.67781016
4246.92; 0.19180917; 139042.06831708
4248.95; 0.18508601; 139042.44513623
4250.99; 0.17103636; 139042.79335149
4253.02; 0.1521785; 139043.10317378
4255.06; 0.13190699; 139043.37172503
4257.10; 0.11358142; 139043.602967
4259.13; 0.099701059; 139043.80594976
4261.17; 0.091379732; 139043.99199101
4263.20; 0.088236062; 139044.17163201
4265.24; 0.088691108; 139044.35219946
4267.28; 0.090555307; 139044.53656225
4269.31; 0.091719073; 139044.72329436
4271.35; 0.090750882; 139044.90805533
4273.38; 0.087249662; 139045.08568811
4275.42; 0.08187754; 139045.25238371
4277.45; 0.076090028; 139045.40729644
4279.49; 0.071659431; 139045.55318886
4281.53; 0.07013548; 139045.69597865
4283.56; 0.07239539; 139045.84336941
4285.60; 0.078403813; 139046.00299281
4287.63; 0.087240531; 139046.180607
4289.67; 0.097376422; 139046.37885699
4291.71; 0.10710727; 139046.59691815
4293.74; 0.11501089; 139046.83107039
4295.78; 0.12029023; 139047.07597091
4297.81; 0.12290606; 139047.32619705
4299.85; 0.12347479; 139047.57758107
4301.89; 0.12298584; 139047.82796963
4303.92; 0.12244974; 139048.07726674
4305.96; 0.12260146; 139048.32687273
4307.99; 0.12374913; 139048.57881528
4310.03; 0.12579097; 139048.83491484
4312.07; 0.12835304; 139049.09623055
4314.10; 0.13095848; 139049.36285072
4316.14; 0.1331429; 139049.63391818
4318.17; 0.13447797; 139049.90770371
4320.21; 0.13453024; 139050.18159567
4322.24; 0.13283081; 139050.45202774
4324.28; 0.1289355; 139050.71452929
4326.32; 0.12260899; 139050.96415062
4328.35; 0.11408883; 139051.19642562
4330.39; 0.10431485; 139051.40880166
4332.42; 0.094984167; 139051.60218123
4334.46; 0.088332319; 139051.7820182
4336.50; 0.086638205; 139051.95840611
4338.53; 0.091567125; 139052.14482887
4340.57; 0.10355408; 139052.35565605
4342.60; 0.12144785; 139052.60291339
4344.64; 0.14257163; 139052.89317693
4346.68; 0.16322892; 139053.22549692
4348.71; 0.17953793; 139053.59102065
4350.75; 0.18836861; 139053.97452289
4352.78; 0.1881198; 139054.35751857
4354.82; 0.17912219; 139054.72219589
4356.86; 0.16356435; 139055.0551988
4358.89; 0.14497419; 139055.35035374
4360.93; 0.12740353; 139055.60973633
4362.96; 0.11452684; 139055.84290309
4365.00; 0.10886718; 139056.06454726
4367.03; 0.11131227; 139056.29116943
4369.07; 0.12100331; 139056.53752173
4371.11; 0.13559265; 139056.81357667
4373.14; 0.15179188; 139057.12261184
4375.18; 0.16608053; 139057.46073748
4377.21; 0.17542174; 139057.81788099
4379.25; 0.17783702; 139058.17994182
4381.29; 0.17272698; 139058.53159904
4383.32; 0.16088332; 139058.85914361
4385.36; 0.14421065; 139059.15274405
4387.39; 0.12524539; 139059.40773285
4389.43; 0.10660546; 139059.62477237
4391.47; 0.090511246; 139059.80904546
4393.50; 0.078482711; 139059.96882948
4395.54; 0.071251326; 139060.11389103
4397.57; 0.068852459; 139060.2540687
4399.61; 0.070813073; 139060.398238
4401.65; 0.076339249; 139060.55365813
4403.68; 0.08444034; 139060.72557137
4405.72; 0.093983551; 139060.91691377
4407.75; 0.10372547; 139061.12808988
4409.79; 0.11238828; 139061.35690271
4411.82; 0.11882583; 139061.59882184
4413.86; 0.12226842; 139061.8477498
4415.90; 0.12257186; 139062.09729553
4417.93; 0.12036016; 139062.34233843
4419.97; 0.11696484; 139062.58046875
4422.00; 0.11412718; 139062.81282183
4424.04; 0.11352196; 139063.04394275
4426.08; 0.11624148; 139063.28060037
4428.11; 0.12241269; 139063.52982204
4430.15; 0.13108853; 139063.79670698
4432.18; 0.14046512; 139064.08268183
4434.22; 0.14836333; 139064.38473676
4436.26; 0.15281994; 139064.69586496
4438.29; 0.15259693; 139065.00653913
4440.33; 0.14745209; 139065.30673886
4442.36; 0.1381053; 139065.58790933
4444.40; 0.12594514; 139065.84432277
4446.44; 0.11260704; 139066.07358097
4448.47; 0.099582674; 139066.2763227
4450.51; 0.087985; 139066.45545257
4452.54; 0.078510918; 139066.61529402
4454.58; 0.071553863; 139066.76097151
4456.62; 0.067359041; 139066.89810871
4458.65; 0.066110024; 139067.03270301
4460.69; 0.067885596; 139067.17091223
4462.72; 0.072505297; 139067.31852675
4464.76; 0.079353211; 139067.48008304
4466.79; 0.08729809; 139067.65781442
4468.83; 0.094798913; 139067.85081682
4470.87; 0.10020893; 139068.05483356
4472.90; 0.10220018; 139068.2629043
4474.94; 0.10016433; 139068.46683023
4476.97; 0.094435098; 139068.65909193
4479.01; 0.08623089; 139068.83465058
4481.05; 0.077314724; 139068.99205669
4483.08; 0.069474715; 139069.13350121
4485.12; 0.063999343; 139069.26379835
4487.15; 0.0613288; 139069.3886585
4489.19; 0.061002246; 139069.51285381
4491.23; 0.061913738; 139069.63890483
4493.26; 0.062777477; 139069.76671436
4495.30; 0.062628676; 139069.89422094
4497.33; 0.061177429; 139070.0187729
4499.37; 0.058891926; 139070.13867178
4501.41; 0.056790477; 139070.25429229
4503.44; 0.056029342; 139070.3683632
4505.48; 0.057444884; 139070.48531602
4507.51; 0.061218825; 139070.60995227
4509.55; 0.066783018; 139070.74591673
4511.58; 0.072987585; 139070.89451315
4513.62; 0.078459824; 139071.05425058
4515.66; 0.082017057; 139071.22123023
4517.69; 0.082986611; 139071.39018381
4519.73; 0.081330947; 139071.5557666
4521.76; 0.077555313; 139071.71366252
4523.80; 0.07245725; 139071.86117923
4525.84; 0.06683042; 139071.9972402
4527.87; 0.061241018; 139072.12192162
4529.91; 0.055953938; 139072.23583901
4531.94; 0.051016693; 139072.3397046
4533.98; 0.046440662; 139072.43425378
4536.02; 0.042379413; 139072.5205346
4538.05; 0.039208266; 139072.60035925
4540.09; 0.03745553; 139072.67661548
4542.12; 0.037604721; 139072.75317544
4544.16; 0.039849707; 139072.83430601
4546.20; 0.04391443; 139072.923712
4548.23; 0.049031745; 139073.0235364
4550.27; 0.054116808; 139073.13371355
4552.30; 0.05809166; 139073.25198315
4554.34; 0.060250725; 139073.37464843
4556.37; 0.060529831; 139073.49788194
4558.41; 0.059567514; 139073.61915626
4560.45; 0.058519014; 139073.73829592
4562.48; 0.058674304; 139073.85775174
4564.52; 0.061006733; 139073.98195619
4566.55; 0.065808598; 139074.11593681
4568.59; 0.072541764; 139074.26362558
4570.63; 0.079955577; 139074.42640824
4572.66; 0.086429993; 139074.60237224
4574.70; 0.090425057; 139074.78646986
4576.73; 0.090887432; 139074.97150882
4578.77; 0.08748979; 139075.14963049
4580.81; 0.080646732; 139075.31382027
4582.84; 0.0713321; 139075.45904627
4584.88; 0.060784771; 139075.58279882
4586.91; 0.0502112; 139075.68502449
4588.95; 0.04057048; 139075.76762249
4590.99; 0.032477612; 139075.8337441
4593.02; 0.026209027; 139075.88710342
4595.06; 0.021764571; 139075.93141421
4597.09; 0.018941456; 139075.96997738
4599.13; 0.01740067; 139076.00540364
4601.16; 0.016735344; 139076.03947536
4603.20; 0.016563326; 139076.07319686
4605.24; 0.016652925; 139076.10710078
4607.27; 0.017057978; 139076.14182935
4609.31; 0.018205851; 139076.17889489
4611.34; 0.020872431; 139076.22138936
4613.38; 0.026004685; 139076.27433265
4615.42; 0.034409009; 139076.34438643
4617.45; 0.04638969; 139076.43883183
4619.49; 0.061465326; 139076.56396993
4621.52; 0.078287292; 139076.7233561
4623.56; 0.094827255; 139076.91641621
4625.60; 0.10880795; 139077.13793981
4627.63; 0.11825806; 139077.378703
4629.67; 0.12201642; 139077.6271179
4631.70; 0.12001802; 139077.87146423
4633.74; 0.11326447; 139078.10206092
4635.78; 0.10348969; 139078.312757
4637.81; 0.092636636; 139078.50135719
4639.85; 0.082322586; 139078.66895887
4641.88; 0.073466801; 139078.81853094
4643.92; 0.066188191; 139078.95328438
4645.96; 0.059979405; 139079.07539728
4647.99; 0.054066981; 139079.18547298
4650.03; 0.047810368; 139079.28281077
4652.06; 0.040993606; 139079.36627021
4654.10; 0.03391702; 139079.43532234
4656.13; 0.027277765; 139079.49085751
4658.17; 0.021904959; 139079.53545412
4660.21; 0.018460145; 139079.57303738
4662.24; 0.017214437; 139079.60808449
4664.28; 0.017975442; 139079.64468093
4666.31; 0.02017825; 139079.68576211
4668.35; 0.02309843; 139079.73278852
4670.39; 0.026109315; 139079.78594483
4672.42; 0.028898982; 139079.84478066
4674.46; 0.031581461; 139079.90907779
4676.49; 0.034671801; 139079.97966659
4678.53; 0.038933496; 139080.05893183
4680.57; 0.045139288; 139080.15083152
4682.60; 0.053806741; 139080.2603774
4684.64; 0.064975955; 139080.39266284
4686.67; 0.07808862; 139080.55164453
4688.71; 0.092006861; 139080.73896256
4690.75; 0.10517972; 139080.95309939
4692.78; 0.11592969; 139081.18912225
4694.82; 0.1227989; 139081.4391302
4696.85; 0.12487333; 139081.69336153
4698.89; 0.12200203; 139081.94174714
4700.92; 0.11484937; 139082.17557055
4702.96; 0.10475984; 139082.38885254
4705.00; 0.093464297; 139082.57913778
4707.03; 0.082700828; 139082.74750953
4709.07; 0.073847119; 139082.89785589
4711.10; 0.06765732; 139083.03560036
4713.14; 0.064165428; 139083.16623563
4715.18; 0.062769563; 139083.29402904
4717.21; 0.062462281; 139083.42119686
4719.25; 0.062136219; 139083.54770084
4721.28; 0.060881335; 139083.67164998
4723.32; 0.058200967; 139083.79014213
4725.36; 0.054102594; 139083.90029034
4727.39; 0.049054895; 139084.00016188
4729.43; 0.043834956; 139084.08940606
4731.46; 0.039311104; 139084.16944008
4733.50; 0.036215531; 139084.24317177
4735.54; 0.034957859; 139084.31434296
4737.57; 0.035519307; 139084.3866572
4739.61; 0.037449863; 139084.46290189
4741.64; 0.039970279; 139084.54427793
4743.68; 0.042158592; 139084.63010918
4745.71; 0.04318073; 139084.71802142
4747.75; 0.042511025; 139084.8045702
4749.79; 0.040086395; 139084.88618264
4751.82; 0.036350853; 139084.96018984
4753.86; 0.032173792; 139085.02569291
4755.89; 0.028659906; 139085.084042
4757.93; 0.026900049; 139085.13880818
4759.97; 0.02773002; 139085.19526411
4762.00; 0.031560922; 139085.25951942
4764.04; 0.038320936; 139085.33753754
4766.07; 0.047512099; 139085.43426807
4768.11; 0.058350234; 139085.55306411
4770.15; 0.069934751; 139085.69544523
4772.18; 0.081394827; 139085.86115807
4774.22; 0.091978361; 139086.04841808
4776.25; 0.10108035; 139086.25420894
4778.29; 0.10823433; 139086.47456469
4780.33; 0.11310257; 139086.70483177
4782.36; 0.11549286; 139086.93996527
4784.40; 0.11540685; 139087.17492365
4786.43; 0.11309809; 139087.4051816
4788.47; 0.10910085; 139087.62730151
4790.50; 0.10419244; 139087.83942833
4792.54; 0.099273355; 139088.04154032
4794.58; 0.095182484; 139088.23532364
4796.61; 0.0924956; 139088.4236367
4798.65; 0.091370549; 139088.60965925
4800.68; 0.091494849; 139088.79593486
4802.72; 0.092162042; 139088.98356883
4804.76; 0.092462447; 139089.17181439
